sense_1,sense_2,mark,lang,features_1,features_2,sim_feature,pos_1,pos_2,sim_pos,fuzz,cosine
['to be born'],['to become'],1,eng,['change_state'],"['fancify', 'transform', 'change_state']",1,VERB,VERB,True,0.0,0.7470228672027588
['monarch'],['mesentery'],1,eng,"['danaid', 'head_of_state', 'danaus', 'ruler']",['peritoneum'],0,NOUN,NOUN,True,0.0,0.4060966372489929
"['branch', 'twig']",['branch'],1,eng,"['diverge', 'division', 'subfigure', 'stalk', 'stream', 'grow', 'projection', 'consequence']","['diverge', 'division', 'subfigure', 'stalk', 'stream', 'grow', 'projection', 'consequence']",1,NOUN,NOUN,True,66.66666666666667,1.0
['little finger'],['branch'],1,eng,"['minimus', 'finger']","['diverge', 'division', 'subfigure', 'stalk', 'stream', 'grow', 'projection', 'consequence']",0,NOUN,NOUN,True,0.0,0.30384618043899536
['white'],['American'],1,eng,"['white_race', 'achromatic_color', 'discolor', 'trouser', 'man', 'person', 'ingredient']","['english', 'inhabitant', 'united_states', 'central_america', 'north_america', 'south_america']",0,ADJ,ADJ,True,0.0,0.385142058134079
['to go upstream'],['to go against the wind'],1,eng,[],[],0,VERB,VERB,True,0.0,0.5862568616867065
['to go upstream'],['to struggle'],1,eng,[],"['climb', 'effort', 'attempt', 'try', 'group_action', 'endeavor']",0,VERB,VERB,True,0.0,0.37168988585472107
['inland'],['upstream'],1,eng,[],[],0,NOUN,NOUN,True,0.0,0.46387723088264465
['to go upstream'],['to repatriate'],1,eng,[],"['admit', 'citizen', 'extradite']",0,VERB,VERB,True,0.0,0.43672969937324524
['now'],['soon'],1,eng,['present'],[],0,ADV,ADV,True,0.0,0.7130893468856812
['now'],['recently'],1,eng,['present'],[],0,ADV,ADV,True,0.0,0.7704885601997375
['to hit the target'],['to meet'],1,eng,[],"['athletic_contest', 'interact', 'cope', 'provide', 'match', 'experience', 'meet', 'have']",0,VERB,VERB,True,0.0,0.40635740756988525
['straight'],['exactly'],1,eng,"['poker_hand', 'person', 'section']",[],0,NOUN,ADV,False,0.0,0.4136810898780823
['hajji'],['father'],1,eng,"['pilgrim', 'iraqi']","['make', 'parent', 'ancestor', 'priest', 'originator', 'theologian', 'head', 'leader', 'title']",0,NOUN,NOUN,True,0.0,0.4054296612739563
['turnip'],['tail'],1,eng,"['turnip_plant', 'brassica', 'cruciferous_vegetable', 'root_vegetable']","['top', 'reverse', 'rear', 'process', 'end', 'projection', 'pursue', 'cut', 'body_part', 'spy', 'follower']",0,NOUN,NOUN,True,0.0,0.5440604090690613
['tail'],['fox'],1,eng,"['top', 'reverse', 'rear', 'process', 'end', 'projection', 'pursue', 'cut', 'body_part', 'spy', 'follower']","['deceiver', 'spot', 'fur', 'deceive', 'algonquian', 'canine', 'be']",0,NOUN,NOUN,True,0.0,0.5710588097572327
"['rag', 'duster']",['whore'],1,eng,"['mock', 'play', 'harass', 'break_up', 'newspaper', 'practical_joke', 'piece_of_cloth', 'week', 'dance_music', 'knock', 'displease']","['woman', 'compromise', 'fornicate', 'work']",0,NOUN,NOUN,True,0.0,0.4876805543899536
['lord'],['father'],1,eng,"['ennoble', 'male_aristocrat', 'ruler']","['make', 'parent', 'ancestor', 'priest', 'originator', 'theologian', 'head', 'leader', 'title']",0,NOUN,NOUN,True,0.0,0.5447971224784851
['to drop'],['to lose'],1,eng,"['geological_formation', 'worsen', 'remove', 'fall', 'small_indefinite_quantity', 'gravitation', 'discontinue', 'displace', 'lose', 'change', 'elide', 'hang', 'deliver', 'pay', 'express', 'curtain', 'decline', 'move', 'give_birth', 'hiding_place', 'decrease', 'sphere', 'descend', 'drug', 'descent', 'cut', 'change_posture', 'depository', 'pour']","['suffer', 'regress', 'worsen', 'put']",1,VERB,VERB,True,0.0,0.700702965259552
['to surround'],['to understand'],1,eng,"['protect', 'cover', 'touch', 'geographical_area', 'attack']","['understand', 'believe']",0,VERB,VERB,True,0.0,0.5436424612998962
['to go after smb.'],['to read'],1,eng,[],"['publication', 'understand', 'audition', 'predict', 'talk', 'interpret', 'indicate', 'have']",0,VERB,VERB,True,0.0,0.35970979928970337
['lap'],"['protection', 'patronage']",1,eng,"['lie', 'touch', 'flap', 'drink', 'locomotion', 'sphere', 'thigh', 'flow', 'sound', 'cloth_covering', 'stroke']","['endorsement', 'extortion', 'imposition', 'assets', 'security', 'activity', 'covering']",0,NOUN,NOUN,True,0.0,0.3366290032863617
"['rope', 'string', 'cord', 'lashing']",['cause; reason'],1,eng,"['flunitrazepan', 'tie', 'line', 'get']",[],0,NOUN,NOUN,True,0.0,0.1371801346540451
['to go up'],['to stand up'],1,eng,"['come', 'travel', 'burn', 'grow', 'rise']","['defend', 'rest', 'resist', 'survive', 'change_posture', 'put']",0,VERB,VERB,True,0.0,0.7697914838790894
"['yard', 'courtyard']",['palace'],1,eng,"['volume_unit', 'large_integer', 'field', 'spar', 'enclosure', 'linear_unit', 'tract']","['government', 'mansion', 'residence', 'exhibition_hall']",0,NOUN,NOUN,True,0.0,0.5224224328994751
"['yard', 'courtyard']",['court'],1,eng,"['volume_unit', 'large_integer', 'field', 'spar', 'enclosure', 'linear_unit', 'tract']","['playing_field', 'court', 'deference', 'room', 'residence', 'hotel', 'government', 'cortege', 'assembly', 'act', 'area']",0,NOUN,NOUN,True,0.0,0.560808539390564
['court'],['tribunal'],1,eng,"['playing_field', 'court', 'deference', 'room', 'residence', 'hotel', 'government', 'cortege', 'assembly', 'act', 'area']",['assembly'],1,NOUN,NOUN,True,0.0,0.8828381896018982
['to go out'],['to follow logically'],1,eng,"['leave', 'end', 'move', 'consort', 'change']",[],0,VERB,VERB,True,0.0,0.4470306634902954
['duck'],['to follow unthinkingly'],1,eng,"['poultry', 'fabric', 'anatidae', 'dunk', 'dive', 'move', 'anseriform_bird', 'avoid', 'score']",[],0,NOUN,VERB,False,0.0,0.1588723063468933
['tail'],['to act according to'],1,eng,"['top', 'reverse', 'rear', 'process', 'end', 'projection', 'pursue', 'cut', 'body_part', 'spy', 'follower']",[],0,NOUN,VERB,False,0.0,0.20965969562530518
['road'],"['meaning', 'sense']",1,eng,"['way', 'means']","['message', 'necessitate', 'idea', 'intend', 'associate', 'convey']",0,NOUN,NOUN,True,0.0,0.401257187128067
['grass'],"['to pasture', 'shepherd']",1,eng,"['unfold', 'cover', 'cannabis', 'shoot', 'fodder', 'inform', 'crop', 'informer', 'gramineous_plant']","['feed', 'grassland', 'fodder']",1,NOUN,VERB,False,0.0,0.5754063725471497
"['to watch', 'look after']","['to search', 'to look for']",1,eng,"['watch', 'watchman', 'surveillance', 'time_period', 'check', 'rite', 'timepiece', 'shift', 'watch']","['higher_cognitive_process', 'examine', 'operation', 'investigation', 'examination', 'investigate', 'activity', 'expect']",0,VERB,VERB,True,0.0,0.5233347415924072
['to go after smb.'],['to be adherent'],1,eng,[],[],0,VERB,VERB,True,0.0,0.35091423988342285
['to go after smb.'],"['to help', 'aid']",1,eng,[],"['promote', 'serve', 'helpfulness', 'exploit', 'support', 'provide', 'refrain', 'worker', 'resource', 'activity', 'better']",0,VERB,VERB,True,0.0,0.35304391384124756
['to go after smb.'],['to agree'],1,eng,[],"['suit', 'accept', 'equal', 'match']",0,VERB,VERB,True,0.0,0.24021470546722412
['to go after smb.'],"['to care for', 'look after']",1,eng,[],"['like', 'love']",0,VERB,VERB,True,0.0,0.3422473669052124
['to go after smb.'],['should'],1,eng,[],[],0,VERB,VERB,True,0.0,0.2652386724948883
['to turn over'],['to turn back to look at smth.'],1,eng,"['turn', 'transact', 'hash_out', 'move', 'transfer', 'remove']",[],0,VERB,VERB,True,0.0,0.44129785895347595
['funnel'],['whirlpool'],1,eng,"['cone', 'smokestack', 'move', 'utensil']","['run', 'current']",0,NOUN,NOUN,True,0.0,0.5135905742645264
['frog'],['pondweed'],1,eng,"['adornment', 'capture', 'frenchman', 'amphibian']","['potamogetonaceae', 'hydrocharitaceae', 'monocot_genus', 'aquatic_plant']",0,NOUN,NOUN,True,0.0,0.5330244898796082
['woman'],['implement for ramming'],1,eng,"['class', 'womankind', 'adult', 'female', 'cleaner']",[],0,NOUN,VERB,False,0.0,0.0684463158249855
['whirlpool'],['whirlwind'],1,eng,"['run', 'current']",['windstorm'],0,NOUN,NOUN,True,0.0,0.7407805323600769
['beak'],['well sweep'],1,eng,"['mouth', 'strike', 'tip', 'nose']",[],0,NOUN,NOUN,True,0.0,0.5413547158241272
['vehicle'],['many'],1,eng,"['substance', 'conveyance', 'medium', 'object']",[],0,NOUN,ADJ,False,0.0,0.2880290448665619
['winter'],"['mist', 'fog']",1,eng,"['spend', 'season']","['spray', 'fog', 'cover', 'hide']",0,NOUN,NOUN,True,0.0,0.5012967586517334
['winter'],['hoar-frost'],1,eng,"['spend', 'season']",[],0,NOUN,NOUN,True,0.0,0.526144802570343
['to sow'],['to cause'],1,eng,"['sow', 'swine', 'circulate', 'put']","['make', 'venture', 'proceeding', 'origin', 'justification', 'physical_entity']",0,VERB,VERB,True,0.0,0.6212134957313538
['marten'],['money'],1,eng,"['martes', 'musteline_mammal']","['currency', 'wealth', 'medium_of_exchange']",0,NOUN,NOUN,True,0.0,0.3196643590927124
['sated by food'],['drunk'],1,eng,[],"['consume', 'use', 'honor', 'steep', 'drinker']",0,NOUN,NOUN,True,0.0,0.3223124146461487
['glass'],['bracelet'],1,eng,"['mirror', 'solid', 'insert', 'glassware', 'amphetamine', 'controlled_substance', 'enclose', 'containerful', 'refracting_telescope', 'scan', 'change', 'container', 'supply']","['jewelry', 'band']",0,NOUN,NOUN,True,0.0,0.3066709041595459
['brother'],['term of respectful address among equals'],1,eng,"['brotherhood', 'friend', 'male_sibling', 'monk', 'member']",[],0,NOUN,NOUN,True,0.0,0.1346644163131714
['son'],['child'],1,eng,['male_offspring'],"['juvenile', 'offspring', 'family', 'person', 'descendant']",0,NOUN,NOUN,True,0.0,0.671752393245697
['green'],['stupid'],1,eng,"['vegetable', 'chromatic_color', 'environmentalist', 'ketamine', 'discolor', 'green_party', 'tract', 'site']",['simpleton'],0,ADJ,ADJ,True,0.0,0.2711643576622009
['younger brother'],['friend'],1,eng,[],"['associate', 'advocate', 'christian', 'person', 'religious_society_of_friends']",0,NOUN,NOUN,True,0.0,0.5305147767066956
['younger brother'],['term of address to a man'],1,eng,[],[],0,NOUN,NOUN,True,0.0,0.20597019791603088
['younger sister'],['term of address to a woman'],1,eng,[],[],0,NOUN,NOUN,True,0.0,0.17824497818946838
['to slide'],['to move away'],1,eng,"['plate_glass', 'foil', 'gutter', 'travel', 'plaything', 'glide', 'move', 'descent', 'glissando', 'motion']",[],0,VERB,VERB,True,0.0,0.5111631155014038
['together'],['match'],1,eng,[],"['duplicate', 'equal', 'contest', 'join', 'counterpart', 'adult', 'compete', 'family', 'cope', 'confront', 'change', 'adjust', 'peer_group', 'lighter', 'person', 'score', 'supply']",0,ADV,NOUN,False,0.0,0.6511425375938416
['to move'],['to perform'],1,eng,"['turn', 'cause', 'act', 'affect', 'live', 'decision', 'propose', 'sell', 'change']","['re-create', 'act', 'carry_through']",1,VERB,VERB,True,0.0,0.6554974317550659
['quick'],"['to beware', 'be careful']",1,eng,['area'],['watch'],0,NOUN,VERB,False,0.0,0.44975656270980835
['to intoxicate'],"['to charm', 'to delight']",1,eng,"['stimulate', 'affect', 'poison']","['protect', 'attract', 'flavor', 'speech', 'control', 'object', 'attractiveness', 'persuade']",0,VERB,VERB,True,0.0,0.44068819284439087
['sweet potato'],['potato'],1,eng,"['wind_instrument', 'morning_glory', 'root_vegetable']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",1,NOUN,NOUN,True,0.0,0.8286225199699402
['truffle'],['potato'],1,eng,"['fungus', 'vegetable', 'tuber', 'candy']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.4547853469848633
['pear'],['potato'],1,eng,"['pyrus', 'fruit_tree', 'pome', 'edible_fruit']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.4319341778755188
"['earth', 'soil']",['potato'],1,eng,"['ground', 'material', 'element', 'hide', 'location', 'concern', 'object', 'connection', 'solar_system']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.44512659311294556
['yam'],['potato'],1,eng,"['dioscorea', 'vine', 'sweet_potato', 'tuber', 'root_vegetable']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",1,NOUN,NOUN,True,0.0,0.48808687925338745
['cone'],['potato'],1,eng,"['visual_cell', 'reproductive_structure', 'round_shape', 'artifact', 'bevel']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.4364037811756134
['egg'],['potato'],1,eng,"['gonad', 'ovum', 'pelt', 'foodstuff', 'coat', 'male_reproductive_gland']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.46731212735176086
['onion'],['potato'],1,eng,"['vegetable', 'bulb', 'alliaceous_plant']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.5568868517875671
"['nut', 'hazel']",['potato'],1,eng,"['gonad', 'eccentric', 'linear_unit', 'seed', 'enthusiast', 'block', 'gather', 'male_reproductive_gland']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.45405393838882446
['chestnut'],['potato'],1,eng,"['callus', 'horse', 'castanea', 'tree', 'brown', 'edible_nut', 'wood']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.4384561777114868
['Amorphophallus paeoniifolius'],['potato'],1,eng,[],"['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.2365771234035492
['ball'],['potato'],1,eng,"['pitch', 'wind', 'gonad', 'baseball', 'dance', 'plaything', 'structure', 'agglomeration', 'sphere', 'game_equipment', 'shot', 'male_reproductive_gland']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.4468671977519989
['yam'],['sweet potato'],1,eng,"['dioscorea', 'vine', 'sweet_potato', 'tuber', 'root_vegetable']","['wind_instrument', 'morning_glory', 'root_vegetable']",1,NOUN,NOUN,True,0.0,0.37957069277763367
['taro'],['potato'],1,eng,"['arum', 'root', 'colocasia', 'root_vegetable']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",1,NOUN,NOUN,True,0.0,0.49930137395858765
['ocean'],['foreign'],1,eng,"['large_indefinite_quantity', 'body_of_water']",[],0,NOUN,ADJ,False,0.0,0.41869768500328064
['tuber'],['potato'],1,eng,"['fungus_genus', 'tuberaceae', 'stalk']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,NOUN,NOUN,True,0.0,0.5141517519950867
['egg'],['puffball'],1,eng,"['gonad', 'ovum', 'pelt', 'foodstuff', 'coat', 'male_reproductive_gland']","['fungus', 'lycoperdaceae', 'scleroderma']",0,NOUN,NOUN,True,0.0,0.4421182870864868
['swelling'],['potato'],1,eng,"['symptom', 'enlargement', 'surface', 'increase', 'originate', 'expand', 'projection', 'chemical_process', 'grow', 'act']","['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']",0,VERB,NOUN,False,0.0,0.31247642636299133
['nameless'],['ring finger'],1,eng,[],['finger'],0,NOUN,NOUN,True,0.0,0.2441565841436386
['belly'],['river-bed'],1,eng,"['adipose_tissue', 'bulge', 'swell', 'body_part', 'inside', 'underpart']",[],0,ADV,ADJ,False,0.0,0.19807101786136627
['belly'],['beehive'],1,eng,"['adipose_tissue', 'bulge', 'swell', 'body_part', 'inside', 'underpart']","['hairdo', 'receptacle', 'workplace', 'nest']",0,ADV,NOUN,False,0.0,0.5650795102119446
"['foundation', 'basement']",['main'],1,eng,"['relation', 'financial_institution', 'support', 'undergarment', 'beginning', 'education', 'assumption']","['pipe', 'body_of_water']",0,NOUN,ADJ,False,0.0,0.5056172013282776
['black'],['beautiful'],1,eng,"['achromatic_color', 'person_of_color', 'clothing', 'discolor', 'dark', 'man', 'person', 'black_race']",[],0,ADJ,NOUN,False,0.0,0.34735915064811707
['bottom of a dress'],['mountain foot'],1,eng,[],[],0,NOUN,NOUN,True,0.0,0.28383150696754456
['colour'],['caste'],1,eng,"['influence', 'timbre', 'material', 'appearance', 'kind', 'interest', 'decorate', 'apologize', 'change', 'visual_property', 'race', 'affect']","['status', 'animal_group', 'class']",0,NOUN,NOUN,True,0.0,0.4169883131980896
"['to see', 'to look at']",['to imitate'],1,eng,"['watch', 'perceive', 'receive', 'consort', 'tour', 'bet', 'think', 'undergo', 'verify', 'understand', 'accompany', 'visit', 'imagine', 'detect', 'consider', 'care', 'seat', 'see', 'experience']","['reproduce', 'resemble', 'copy']",0,VERB,VERB,True,0.0,0.5330280661582947
['black'],['season'],1,eng,"['achromatic_color', 'person_of_color', 'clothing', 'discolor', 'dark', 'man', 'person', 'black_race']","['toughen', 'time_period', 'weaken']",0,ADJ,NOUN,False,0.0,0.35146787762641907
['needle'],['stinger'],1,eng,"['prickle', 'harass', 'implement', 'simple_leaf', 'stylus', 'pointer']","['cocktail', 'surface-to-air_missile', 'abuse', 'blow', 'organ', 'heat-seeking_missile']",0,NOUN,NOUN,True,0.0,0.5383839011192322
['reed'],['penis'],1,eng,"['woodwind', 'vibrator', 'gramineous_plant']",['erectile_organ'],0,NOUN,NOUN,True,0.0,0.4372681677341461
"['to see', 'to look at']",['to spy'],1,eng,"['watch', 'perceive', 'receive', 'consort', 'tour', 'bet', 'think', 'undergo', 'verify', 'understand', 'accompany', 'visit', 'imagine', 'detect', 'consider', 'care', 'seat', 'see', 'experience']","['perceive', 'secret_agent', 'investigate', 'monitor', 'spectator', 'spy']",1,VERB,VERB,True,0.0,0.6144578456878662
"['to grasp', 'seize']",['friend'],1,eng,"['influence', 'grasping', 'understand', 'capability', 'understanding', 'hold']","['associate', 'advocate', 'christian', 'person', 'religious_society_of_friends']",0,VERB,NOUN,False,0.0,0.36708131432533264
['younger sister'],['friend'],1,eng,[],"['associate', 'advocate', 'christian', 'person', 'religious_society_of_friends']",0,NOUN,NOUN,True,0.0,0.4490944445133209
['snow'],['frost'],1,eng,"['precipitation', 'layer', 'deceive', 'cocaine', 'precipitate']","['cover', 'damage', 'cold_weather', 'freeze', 'ice']",0,NOUN,NOUN,True,0.0,0.6312772631645203
['to sweep'],['blizzard'],1,eng,"['cover', 'run', 'scope', 'win', 'victory', 'involve', 'oar', 'wipe', 'wield', 'move', 'clean', 'cleaner', 'motion']","['storm', 'series']",0,VERB,NOUN,False,0.0,0.3578992486000061
['deer'],['lion'],1,eng,"['cervidae', 'ruminant']","['panthera', 'big_cat', 'celebrity', 'pride', 'person']",0,NOUN,NOUN,True,0.0,0.582024335861206
['eye'],['spy'],1,eng,"['sagacity', 'sense_organ', 'look', 'attention', 'hole', 'area']","['perceive', 'secret_agent', 'investigate', 'monitor', 'spectator', 'spy']",0,NOUN,NOUN,True,0.0,0.5188494324684143
['house'],['wife'],1,eng,"['play', 'legislature', 'building', 'shelter', 'community', 'dwelling', 'family', 'region', 'accommodate', 'unit', 'management', 'business', 'audience']","['woman', 'spouse']",0,NOUN,NOUN,True,0.0,0.487964928150177
['life'],['death'],1,eng,"['history', 'organic_phenomenon', 'animation', 'being', 'time_period', 'living_thing', 'motivation', 'person', 'experience', 'prison_term']","['organic_phenomenon', 'change', 'state', 'end', 'killing']",1,NOUN,NOUN,True,0.0,0.6132460832595825
['frost'],['hell'],1,eng,"['cover', 'damage', 'cold_weather', 'freeze', 'ice']","['trouble', 'imaginary_place', 'region', 'mischief', 'activity']",0,NOUN,NOUN,True,0.0,0.48040059208869934
